path,valence,arousal,dominance
audio\audio_train\495_anger.wav,-0.51,0.59,0.25
audio\audio_train\496_neutral.wav,0.0,0.0,0.0
audio\audio_train\497_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\498_disgust.wav,-0.6,0.35,0.11
audio\audio_train\499_disgust.wav,-0.6,0.35,0.11
audio\audio_train\500_neutral.wav,0.0,0.0,0.0
audio\audio_train\501_surprise.wav,0.4,0.67,-0.13
audio\audio_train\502_surprise.wav,0.4,0.67,-0.13
audio\audio_train\503_disgust.wav,-0.6,0.35,0.11
audio\audio_train\504_fear.wav,-0.64,0.6,-0.43
audio\audio_train\505_happiness.wav,0.81,0.51,0.46
audio\audio_train\506_anger.wav,-0.51,0.59,0.25
audio\audio_train\508_fear.wav,-0.64,0.6,-0.43
audio\audio_train\509_fear.wav,-0.64,0.6,-0.43
audio\audio_train\510_fear.wav,-0.64,0.6,-0.43
audio\audio_train\511_surprise.wav,0.4,0.67,-0.13
audio\audio_train\512_neutral.wav,0.0,0.0,0.0
audio\audio_train\513_anger.wav,-0.51,0.59,0.25
audio\audio_train\514_disgust.wav,-0.6,0.35,0.11
audio\audio_train\515_neutral.wav,0.0,0.0,0.0
audio\audio_train\516_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\517_happiness.wav,0.81,0.51,0.46
audio\audio_train\518_fear.wav,-0.64,0.6,-0.43
audio\audio_train\519_disgust.wav,-0.6,0.35,0.11
audio\audio_train\520_fear.wav,-0.64,0.6,-0.43
audio\audio_train\521_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\522_surprise.wav,0.4,0.67,-0.13
audio\audio_train\523_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\524_surprise.wav,0.4,0.67,-0.13
audio\audio_train\525_fear.wav,-0.64,0.6,-0.43
audio\audio_train\527_anger.wav,-0.51,0.59,0.25
audio\audio_train\528_neutral.wav,0.0,0.0,0.0
audio\audio_train\529_fear.wav,-0.64,0.6,-0.43
audio\audio_train\531_neutral.wav,0.0,0.0,0.0
audio\audio_train\532_neutral.wav,0.0,0.0,0.0
audio\audio_train\534_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\535_happiness.wav,0.81,0.51,0.46
audio\audio_train\536_anger.wav,-0.51,0.59,0.25
audio\audio_train\537_neutral.wav,0.0,0.0,0.0
audio\audio_train\538_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\539_disgust.wav,-0.6,0.35,0.11
audio\audio_train\540_happiness.wav,0.81,0.51,0.46
audio\audio_train\541_anger.wav,-0.51,0.59,0.25
audio\audio_train\543_fear.wav,-0.64,0.6,-0.43
audio\audio_train\544_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\545_happiness.wav,0.81,0.51,0.46
audio\audio_train\546_anger.wav,-0.51,0.59,0.25
audio\audio_train\547_neutral.wav,0.0,0.0,0.0
audio\audio_train\548_neutral.wav,0.0,0.0,0.0
audio\audio_train\549_happiness.wav,0.81,0.51,0.46
audio\audio_train\550_surprise.wav,0.4,0.67,-0.13
audio\audio_train\551_surprise.wav,0.4,0.67,-0.13
audio\audio_train\552_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\553_anger.wav,-0.51,0.59,0.25
audio\audio_train\554_happiness.wav,0.81,0.51,0.46
audio\audio_train\555_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\556_neutral.wav,0.0,0.0,0.0
audio\audio_train\557_surprise.wav,0.4,0.67,-0.13
audio\audio_train\558_surprise.wav,0.4,0.67,-0.13
audio\audio_train\559_happiness.wav,0.81,0.51,0.46
audio\audio_train\560_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\561_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\562_disgust.wav,-0.6,0.35,0.11
audio\audio_train\563_neutral.wav,0.0,0.0,0.0
audio\audio_train\564_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\565_disgust.wav,-0.6,0.35,0.11
audio\audio_train\566_neutral.wav,0.0,0.0,0.0
audio\audio_train\567_anger.wav,-0.51,0.59,0.25
audio\audio_train\568_neutral.wav,0.0,0.0,0.0
audio\audio_train\569_anger.wav,-0.51,0.59,0.25
audio\audio_train\570_disgust.wav,-0.6,0.35,0.11
audio\audio_train\571_neutral.wav,0.0,0.0,0.0
audio\audio_train\573_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\574_disgust.wav,-0.6,0.35,0.11
audio\audio_train\575_happiness.wav,0.81,0.51,0.46
audio\audio_train\577_anger.wav,-0.51,0.59,0.25
audio\audio_train\578_happiness.wav,0.81,0.51,0.46
audio\audio_train\579_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\580_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\581_anger.wav,-0.51,0.59,0.25
audio\audio_train\582_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\583_neutral.wav,0.0,0.0,0.0
audio\audio_train\584_fear.wav,-0.64,0.6,-0.43
audio\audio_train\585_happiness.wav,0.81,0.51,0.46
audio\audio_train\586_neutral.wav,0.0,0.0,0.0
audio\audio_train\587_fear.wav,-0.64,0.6,-0.43
audio\audio_train\588_disgust.wav,-0.6,0.35,0.11
audio\audio_train\589_fear.wav,-0.64,0.6,-0.43
audio\audio_train\590_happiness.wav,0.81,0.51,0.46
audio\audio_train\592_fear.wav,-0.64,0.6,-0.43
audio\audio_train\593_neutral.wav,0.0,0.0,0.0
audio\audio_train\594_surprise.wav,0.4,0.67,-0.13
audio\audio_train\595_neutral.wav,0.0,0.0,0.0
audio\audio_train\596_anger.wav,-0.51,0.59,0.25
audio\audio_train\598_happiness.wav,0.81,0.51,0.46
audio\audio_train\599_disgust.wav,-0.6,0.35,0.11
audio\audio_train\600_surprise.wav,0.4,0.67,-0.13
audio\audio_train\601_disgust.wav,-0.6,0.35,0.11
audio\audio_train\602_anger.wav,-0.51,0.59,0.25
audio\audio_train\603_anger.wav,-0.51,0.59,0.25
audio\audio_train\604_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\605_surprise.wav,0.4,0.67,-0.13
audio\audio_train\606_anger.wav,-0.51,0.59,0.25
audio\audio_train\608_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\609_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\610_fear.wav,-0.64,0.6,-0.43
audio\audio_train\611_anger.wav,-0.51,0.59,0.25
audio\audio_train\612_neutral.wav,0.0,0.0,0.0
audio\audio_train\613_neutral.wav,0.0,0.0,0.0
audio\audio_train\614_neutral.wav,0.0,0.0,0.0
audio\audio_train\615_neutral.wav,0.0,0.0,0.0
audio\audio_train\616_happiness.wav,0.81,0.51,0.46
audio\audio_train\617_neutral.wav,0.0,0.0,0.0
audio\audio_train\618_disgust.wav,-0.6,0.35,0.11
audio\audio_train\619_anger.wav,-0.51,0.59,0.25
audio\audio_train\620_neutral.wav,0.0,0.0,0.0
audio\audio_train\621_neutral.wav,0.0,0.0,0.0
audio\audio_train\622_happiness.wav,0.81,0.51,0.46
audio\audio_train\623_fear.wav,-0.64,0.6,-0.43
audio\audio_train\624_neutral.wav,0.0,0.0,0.0
audio\audio_train\625_anger.wav,-0.51,0.59,0.25
audio\audio_train\626_happiness.wav,0.81,0.51,0.46
audio\audio_train\627_fear.wav,-0.64,0.6,-0.43
audio\audio_train\628_surprise.wav,0.4,0.67,-0.13
audio\audio_train\629_happiness.wav,0.81,0.51,0.46
audio\audio_train\630_neutral.wav,0.0,0.0,0.0
audio\audio_train\631_neutral.wav,0.0,0.0,0.0
audio\audio_train\632_surprise.wav,0.4,0.67,-0.13
audio\audio_train\633_anger.wav,-0.51,0.59,0.25
audio\audio_train\634_disgust.wav,-0.6,0.35,0.11
audio\audio_train\635_fear.wav,-0.64,0.6,-0.43
audio\audio_train\636_anger.wav,-0.51,0.59,0.25
audio\audio_train\637_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\638_anger.wav,-0.51,0.59,0.25
audio\audio_train\639_happiness.wav,0.81,0.51,0.46
audio\audio_train\640_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\642_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\643_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\644_surprise.wav,0.4,0.67,-0.13
audio\audio_train\645_anger.wav,-0.51,0.59,0.25
audio\audio_train\646_fear.wav,-0.64,0.6,-0.43
audio\audio_train\647_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\649_disgust.wav,-0.6,0.35,0.11
audio\audio_train\650_disgust.wav,-0.6,0.35,0.11
audio\audio_train\651_neutral.wav,0.0,0.0,0.0
audio\audio_train\652_happiness.wav,0.81,0.51,0.46
audio\audio_train\653_anger.wav,-0.51,0.59,0.25
audio\audio_train\654_fear.wav,-0.64,0.6,-0.43
audio\audio_train\655_surprise.wav,0.4,0.67,-0.13
audio\audio_train\656_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\657_anger.wav,-0.51,0.59,0.25
audio\audio_train\659_happiness.wav,0.81,0.51,0.46
audio\audio_train\660_disgust.wav,-0.6,0.35,0.11
audio\audio_train\661_neutral.wav,0.0,0.0,0.0
audio\audio_train\662_happiness.wav,0.81,0.51,0.46
audio\audio_train\663_anger.wav,-0.51,0.59,0.25
audio\audio_train\664_fear.wav,-0.64,0.6,-0.43
audio\audio_train\665_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\666_fear.wav,-0.64,0.6,-0.43
audio\audio_train\667_neutral.wav,0.0,0.0,0.0
audio\audio_train\668_neutral.wav,0.0,0.0,0.0
audio\audio_train\669_disgust.wav,-0.6,0.35,0.11
audio\audio_train\670_neutral.wav,0.0,0.0,0.0
audio\audio_train\671_happiness.wav,0.81,0.51,0.46
audio\audio_train\672_fear.wav,-0.64,0.6,-0.43
audio\audio_train\673_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\674_disgust.wav,-0.6,0.35,0.11
audio\audio_train\675_happiness.wav,0.81,0.51,0.46
audio\audio_train\676_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\677_surprise.wav,0.4,0.67,-0.13
audio\audio_train\678_happiness.wav,0.81,0.51,0.46
audio\audio_train\679_neutral.wav,0.0,0.0,0.0
audio\audio_train\680_surprise.wav,0.4,0.67,-0.13
audio\audio_train\681_happiness.wav,0.81,0.51,0.46
audio\audio_train\682_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\683_fear.wav,-0.64,0.6,-0.43
audio\audio_train\684_happiness.wav,0.81,0.51,0.46
audio\audio_train\685_neutral.wav,0.0,0.0,0.0
audio\audio_train\686_neutral.wav,0.0,0.0,0.0
audio\audio_train\687_fear.wav,-0.64,0.6,-0.43
audio\audio_train\688_happiness.wav,0.81,0.51,0.46
audio\audio_train\689_fear.wav,-0.64,0.6,-0.43
audio\audio_train\690_surprise.wav,0.4,0.67,-0.13
audio\audio_train\691_happiness.wav,0.81,0.51,0.46
audio\audio_train\692_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\693_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\694_happiness.wav,0.81,0.51,0.46
audio\audio_train\695_neutral.wav,0.0,0.0,0.0
audio\audio_train\696_happiness.wav,0.81,0.51,0.46
audio\audio_train\697_disgust.wav,-0.6,0.35,0.11
audio\audio_train\698_neutral.wav,0.0,0.0,0.0
audio\audio_train\699_surprise.wav,0.4,0.67,-0.13
audio\audio_train\700_anger.wav,-0.51,0.59,0.25
audio\audio_train\701_fear.wav,-0.64,0.6,-0.43
audio\audio_train\702_anger.wav,-0.51,0.59,0.25
audio\audio_train\703_anger.wav,-0.51,0.59,0.25
audio\audio_train\704_fear.wav,-0.64,0.6,-0.43
audio\audio_train\705_disgust.wav,-0.6,0.35,0.11
audio\audio_train\706_neutral.wav,0.0,0.0,0.0
audio\audio_train\707_fear.wav,-0.64,0.6,-0.43
audio\audio_train\708_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\709_fear.wav,-0.64,0.6,-0.43
audio\audio_train\710_neutral.wav,0.0,0.0,0.0
audio\audio_train\711_fear.wav,-0.64,0.6,-0.43
audio\audio_train\712_neutral.wav,0.0,0.0,0.0
audio\audio_train\713_neutral.wav,0.0,0.0,0.0
audio\audio_train\714_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\715_happiness.wav,0.81,0.51,0.46
audio\audio_train\716_disgust.wav,-0.6,0.35,0.11
audio\audio_train\717_anger.wav,-0.51,0.59,0.25
audio\audio_train\718_neutral.wav,0.0,0.0,0.0
audio\audio_train\719_anger.wav,-0.51,0.59,0.25
audio\audio_train\720_neutral.wav,0.0,0.0,0.0
audio\audio_train\721_anger.wav,-0.51,0.59,0.25
audio\audio_train\723_fear.wav,-0.64,0.6,-0.43
audio\audio_train\724_neutral.wav,0.0,0.0,0.0
audio\audio_train\725_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\726_surprise.wav,0.4,0.67,-0.13
audio\audio_train\727_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\728_neutral.wav,0.0,0.0,0.0
audio\audio_train\729_surprise.wav,0.4,0.67,-0.13
audio\audio_train\730_anger.wav,-0.51,0.59,0.25
audio\audio_train\731_disgust.wav,-0.6,0.35,0.11
audio\audio_train\732_fear.wav,-0.64,0.6,-0.43
audio\audio_train\733_anger.wav,-0.51,0.59,0.25
audio\audio_train\734_anger.wav,-0.51,0.59,0.25
audio\audio_train\735_anger.wav,-0.51,0.59,0.25
audio\audio_train\736_neutral.wav,0.0,0.0,0.0
audio\audio_train\737_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\738_happiness.wav,0.81,0.51,0.46
audio\audio_train\739_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\740_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\741_surprise.wav,0.4,0.67,-0.13
audio\audio_train\743_happiness.wav,0.81,0.51,0.46
audio\audio_train\744_fear.wav,-0.64,0.6,-0.43
audio\audio_train\745_disgust.wav,-0.6,0.35,0.11
audio\audio_train\746_neutral.wav,0.0,0.0,0.0
audio\audio_train\747_happiness.wav,0.81,0.51,0.46
audio\audio_train\748_disgust.wav,-0.6,0.35,0.11
audio\audio_train\749_happiness.wav,0.81,0.51,0.46
audio\audio_train\750_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\752_fear.wav,-0.64,0.6,-0.43
audio\audio_train\753_happiness.wav,0.81,0.51,0.46
audio\audio_train\754_disgust.wav,-0.6,0.35,0.11
audio\audio_train\755_neutral.wav,0.0,0.0,0.0
audio\audio_train\756_fear.wav,-0.64,0.6,-0.43
audio\audio_train\757_neutral.wav,0.0,0.0,0.0
audio\audio_train\758_happiness.wav,0.81,0.51,0.46
audio\audio_train\759_neutral.wav,0.0,0.0,0.0
audio\audio_train\760_happiness.wav,0.81,0.51,0.46
audio\audio_train\761_anger.wav,-0.51,0.59,0.25
audio\audio_train\762_anger.wav,-0.51,0.59,0.25
audio\audio_train\763_neutral.wav,0.0,0.0,0.0
audio\audio_train\765_anger.wav,-0.51,0.59,0.25
audio\audio_train\766_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\767_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\768_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\769_happiness.wav,0.81,0.51,0.46
audio\audio_train\770_anger.wav,-0.51,0.59,0.25
audio\audio_train\771_disgust.wav,-0.6,0.35,0.11
audio\audio_train\772_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\773_surprise.wav,0.4,0.67,-0.13
audio\audio_train\774_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\775_anger.wav,-0.51,0.59,0.25
audio\audio_train\776_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\777_happiness.wav,0.81,0.51,0.46
audio\audio_train\778_anger.wav,-0.51,0.59,0.25
audio\audio_train\779_disgust.wav,-0.6,0.35,0.11
audio\audio_train\780_surprise.wav,0.4,0.67,-0.13
audio\audio_train\781_surprise.wav,0.4,0.67,-0.13
audio\audio_train\782_disgust.wav,-0.6,0.35,0.11
audio\audio_train\783_happiness.wav,0.81,0.51,0.46
audio\audio_train\784_happiness.wav,0.81,0.51,0.46
audio\audio_train\785_happiness.wav,0.81,0.51,0.46
audio\audio_train\787_anger.wav,-0.51,0.59,0.25
audio\audio_train\788_neutral.wav,0.0,0.0,0.0
audio\audio_train\789_anger.wav,-0.51,0.59,0.25
audio\audio_train\790_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\791_neutral.wav,0.0,0.0,0.0
audio\audio_train\792_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\793_fear.wav,-0.64,0.6,-0.43
audio\audio_train\794_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\795_neutral.wav,0.0,0.0,0.0
audio\audio_train\796_happiness.wav,0.81,0.51,0.46
audio\audio_train\797_neutral.wav,0.0,0.0,0.0
audio\audio_train\798_anger.wav,-0.51,0.59,0.25
audio\audio_train\799_neutral.wav,0.0,0.0,0.0
audio\audio_train\800_neutral.wav,0.0,0.0,0.0
audio\audio_train\801_anxiety.wav,-0.35,0.55,-0.45
audio\audio_train\802_happiness.wav,0.81,0.51,0.46
audio\audio_train\803_happiness.wav,0.81,0.51,0.46
audio\audio_train\804_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\807_neutral.wav,0.0,0.0,0.0
audio\audio_train\808_disgust.wav,-0.6,0.35,0.11
audio\audio_train\809_disgust.wav,-0.6,0.35,0.11
audio\audio_train\810_anger.wav,-0.51,0.59,0.25
audio\audio_train\811_happiness.wav,0.81,0.51,0.46
audio\audio_train\812_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\813_disgust.wav,-0.6,0.35,0.11
audio\audio_train\814_surprise.wav,0.4,0.67,-0.13
audio\audio_train\815_fear.wav,-0.64,0.6,-0.43
audio\audio_train\816_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\817_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\818_surprise.wav,0.4,0.67,-0.13
audio\audio_train\819_surprise.wav,0.4,0.67,-0.13
audio\audio_train\820_anger.wav,-0.51,0.59,0.25
audio\audio_train\821_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\822_happiness.wav,0.81,0.51,0.46
audio\audio_train\823_fear.wav,-0.64,0.6,-0.43
audio\audio_train\825_neutral.wav,0.0,0.0,0.0
audio\audio_train\826_fear.wav,-0.64,0.6,-0.43
audio\audio_train\827_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\828_happiness.wav,0.81,0.51,0.46
audio\audio_train\829_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\830_anger.wav,-0.51,0.59,0.25
audio\audio_train\831_disgust.wav,-0.6,0.35,0.11
audio\audio_train\832_fear.wav,-0.64,0.6,-0.43
audio\audio_train\833_anger.wav,-0.51,0.59,0.25
audio\audio_train\834_surprise.wav,0.4,0.67,-0.13
audio\audio_train\835_happiness.wav,0.81,0.51,0.46
audio\audio_train\836_disgust.wav,-0.6,0.35,0.11
audio\audio_train\837_anger.wav,-0.51,0.59,0.25
audio\audio_train\838_fear.wav,-0.64,0.6,-0.43
audio\audio_train\839_happiness.wav,0.81,0.51,0.46
audio\audio_train\840_neutral.wav,0.0,0.0,0.0
audio\audio_train\841_neutral.wav,0.0,0.0,0.0
audio\audio_train\842_happiness.wav,0.81,0.51,0.46
audio\audio_train\843_happiness.wav,0.81,0.51,0.46
audio\audio_train\844_surprise.wav,0.4,0.67,-0.13
audio\audio_train\845_disgust.wav,-0.6,0.35,0.11
audio\audio_train\846_disgust.wav,-0.6,0.35,0.11
audio\audio_train\847_fear.wav,-0.64,0.6,-0.43
audio\audio_train\848_disgust.wav,-0.6,0.35,0.11
audio\audio_train\849_anger.wav,-0.51,0.59,0.25
audio\audio_train\850_fear.wav,-0.64,0.6,-0.43
audio\audio_train\851_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\852_fear.wav,-0.64,0.6,-0.43
audio\audio_train\853_fear.wav,-0.64,0.6,-0.43
audio\audio_train\854_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\855_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\857_happiness.wav,0.81,0.51,0.46
audio\audio_train\858_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\859_anger.wav,-0.51,0.59,0.25
audio\audio_train\860_surprise.wav,0.4,0.67,-0.13
audio\audio_train\861_neutral.wav,0.0,0.0,0.0
audio\audio_train\862_neutral.wav,0.0,0.0,0.0
audio\audio_train\863_surprise.wav,0.4,0.67,-0.13
audio\audio_train\864_neutral.wav,0.0,0.0,0.0
audio\audio_train\865_disgust.wav,-0.6,0.35,0.11
audio\audio_train\866_anger.wav,-0.51,0.59,0.25
audio\audio_train\867_disgust.wav,-0.6,0.35,0.11
audio\audio_train\868_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\869_fear.wav,-0.64,0.6,-0.43
audio\audio_train\871_neutral.wav,0.0,0.0,0.0
audio\audio_train\872_neutral.wav,0.0,0.0,0.0
audio\audio_train\873_anger.wav,-0.51,0.59,0.25
audio\audio_train\874_fear.wav,-0.64,0.6,-0.43
audio\audio_train\875_anger.wav,-0.51,0.59,0.25
audio\audio_train\876_anger.wav,-0.51,0.59,0.25
audio\audio_train\877_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\878_anger.wav,-0.51,0.59,0.25
audio\audio_train\879_anger.wav,-0.51,0.59,0.25
audio\audio_train\880_happiness.wav,0.81,0.51,0.46
audio\audio_train\881_happiness.wav,0.81,0.51,0.46
audio\audio_train\882_neutral.wav,0.0,0.0,0.0
audio\audio_train\883_neutral.wav,0.0,0.0,0.0
audio\audio_train\884_anger.wav,-0.51,0.59,0.25
audio\audio_train\885_happiness.wav,0.81,0.51,0.46
audio\audio_train\886_fear.wav,-0.64,0.6,-0.43
audio\audio_train\887_happiness.wav,0.81,0.51,0.46
audio\audio_train\888_fear.wav,-0.64,0.6,-0.43
audio\audio_train\889_neutral.wav,0.0,0.0,0.0
audio\audio_train\890_fear.wav,-0.64,0.6,-0.43
audio\audio_train\891_anger.wav,-0.51,0.59,0.25
audio\audio_train\892_disgust.wav,-0.6,0.35,0.11
audio\audio_train\893_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\894_happiness.wav,0.81,0.51,0.46
audio\audio_train\895_neutral.wav,0.0,0.0,0.0
audio\audio_train\896_happiness.wav,0.81,0.51,0.46
audio\audio_train\897_surprise.wav,0.4,0.67,-0.13
audio\audio_train\898_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\899_happiness.wav,0.81,0.51,0.46
audio\audio_train\900_disgust.wav,-0.6,0.35,0.11
audio\audio_train\901_happiness.wav,0.81,0.51,0.46
audio\audio_train\902_disgust.wav,-0.6,0.35,0.11
audio\audio_train\903_happiness.wav,0.81,0.51,0.46
audio\audio_train\904_surprise.wav,0.4,0.67,-0.13
audio\audio_train\905_neutral.wav,0.0,0.0,0.0
audio\audio_train\906_happiness.wav,0.81,0.51,0.46
audio\audio_train\907_neutral.wav,0.0,0.0,0.0
audio\audio_train\908_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\909_disgust.wav,-0.6,0.35,0.11
audio\audio_train\910_neutral.wav,0.0,0.0,0.0
audio\audio_train\911_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\912_anger.wav,-0.51,0.59,0.25
audio\audio_train\913_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\914_disgust.wav,-0.6,0.35,0.11
audio\audio_train\915_neutral.wav,0.0,0.0,0.0
audio\audio_train\916_happiness.wav,0.81,0.51,0.46
audio\audio_train\917_neutral.wav,0.0,0.0,0.0
audio\audio_train\918_neutral.wav,0.0,0.0,0.0
audio\audio_train\919_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\920_disgust.wav,-0.6,0.35,0.11
audio\audio_train\921_fear.wav,-0.64,0.6,-0.43
audio\audio_train\923_fear.wav,-0.64,0.6,-0.43
audio\audio_train\924_surprise.wav,0.4,0.67,-0.13
audio\audio_train\925_surprise.wav,0.4,0.67,-0.13
audio\audio_train\926_anger.wav,-0.51,0.59,0.25
audio\audio_train\927_happiness.wav,0.81,0.51,0.46
audio\audio_train\928_happiness.wav,0.81,0.51,0.46
audio\audio_train\929_disgust.wav,-0.6,0.35,0.11
audio\audio_train\930_disgust.wav,-0.6,0.35,0.11
audio\audio_train\931_happiness.wav,0.81,0.51,0.46
audio\audio_train\932_fear.wav,-0.64,0.6,-0.43
audio\audio_train\933_happiness.wav,0.81,0.51,0.46
audio\audio_train\934_happiness.wav,0.81,0.51,0.46
audio\audio_train\935_happiness.wav,0.81,0.51,0.46
audio\audio_train\936_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\937_anger.wav,-0.51,0.59,0.25
audio\audio_train\938_disgust.wav,-0.6,0.35,0.11
audio\audio_train\940_neutral.wav,0.0,0.0,0.0
audio\audio_train\941_fear.wav,-0.64,0.6,-0.43
audio\audio_train\942_happiness.wav,0.81,0.51,0.46
audio\audio_train\943_anger.wav,-0.51,0.59,0.25
audio\audio_train\944_neutral.wav,0.0,0.0,0.0
audio\audio_train\945_neutral.wav,0.0,0.0,0.0
audio\audio_train\946_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\947_neutral.wav,0.0,0.0,0.0
audio\audio_train\948_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\949_disgust.wav,-0.6,0.35,0.11
audio\audio_train\950_happiness.wav,0.81,0.51,0.46
audio\audio_train\951_happiness.wav,0.81,0.51,0.46
audio\audio_train\952_fear.wav,-0.64,0.6,-0.43
audio\audio_train\953_neutral.wav,0.0,0.0,0.0
audio\audio_train\954_fear.wav,-0.64,0.6,-0.43
audio\audio_train\955_happiness.wav,0.81,0.51,0.46
audio\audio_train\956_happiness.wav,0.81,0.51,0.46
audio\audio_train\957_happiness.wav,0.81,0.51,0.46
audio\audio_train\958_happiness.wav,0.81,0.51,0.46
audio\audio_train\959_happiness.wav,0.81,0.51,0.46
audio\audio_train\960_surprise.wav,0.4,0.67,-0.13
audio\audio_train\961_happiness.wav,0.81,0.51,0.46
audio\audio_train\962_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\963_happiness.wav,0.81,0.51,0.46
audio\audio_train\964_anger.wav,-0.51,0.59,0.25
audio\audio_train\965_disgust.wav,-0.6,0.35,0.11
audio\audio_train\966_fear.wav,-0.64,0.6,-0.43
audio\audio_train\967_surprise.wav,0.4,0.67,-0.13
audio\audio_train\968_fear.wav,-0.64,0.6,-0.43
audio\audio_train\969_surprise.wav,0.4,0.67,-0.13
audio\audio_train\970_sadness.wav,-0.63,-0.27,-0.33
audio\audio_train\971_surprise.wav,0.4,0.67,-0.13
audio\audio_train\972_neutral.wav,0.0,0.0,0.0
audio\audio_train\973_sadness.wav,-0.63,-0.27,-0.33
